NM_001305373.1	sp	P18288	TBAT_ONCMY	98.636	440	6	0	98	1417	1	440	0.0	877
NM_001305376.1	sp	G1TFM5	RS5_RABIT	89.756	205	19	2	14	625	1	204	4.58e-135	380
NM_001305377.1	sp	P38532	HSF1_MOUSE	39.208	505	251	16	213	1622	11	494	4.88e-85	287
NM_001305378.1	sp	P24643	CALX_CANLF	63.057	471	169	3	220	1632	58	523	3.60e-163	498
NM_001305379.1	sp	P01026	CO3_RAT	26.865	1716	1030	52	58	4908	26	1615	1.83e-140	483
NM_001305380.1	sp	P11584	ITBX_DROME	46.475	695	351	12	430	2466	154	843	0.0	578
NM_001305381.2	sp	Q9PWF7	CATA_GLARU	69.091	495	150	2	125	1603	5	498	0.0	728
NM_001308838.2	sp	Q70PU1	PGSC2_DROSI	43.210	162	92	0	584	1069	21	182	2.29e-46	160
NM_001308841.1	sp	P20478	GLNA2_DROME	73.164	354	95	0	72	1133	16	369	0.0	572
NM_001308844.1	sp	Q5R9T5	SPTC1_PONAB	60.385	467	179	3	1	1395	10	472	0.0	549
NM_001308852.1	sp	A9XE49	IL17L_MAGGI	100.000	200	0	0	54	653	1	200	6.87e-138	389
NM_001308854.1	sp	Q0PV50	TLR3_BOSTR	23.844	411	290	11	840	2036	456	855	1.23e-25	117
NM_001308855.1	sp	P47812	MK14_XENLA	70.871	333	97	0	161	1159	6	338	1.14e-180	514
NM_001308859.1	sp	O17320	ACT_MAGGI	100.000	376	0	0	1	1128	1	376	0.0	785
NM_001308861.1	sp	Q6C0Y0	COFI_YARLI	39.098	133	79	2	90	485	14	145	2.47e-28	108
NM_001308865.1	sp	Q8N0N9	ODH_HALDH	52.723	404	186	3	114	1313	1	403	1.06e-147	437
NM_001308870.1	sp	P86955	CHI_PINMA	55.269	465	207	1	67	1461	3	466	1.99e-179	519
NM_001308872.1	sp	Q6VVD7	SOX8_XENLA	55.600	250	96	9	338	1060	58	301	6.88e-68	234
NM_001308876.1	sp	O54910	IKBE_MOUSE	42.791	215	111	6	502	1125	122	331	5.19e-38	145
NM_001308878.1	sp	Q9W734	SMAD6_CHICK	46.707	334	166	6	543	1526	104	431	2.99e-86	282
NM_001308879.1	sp	Q9NFT7	HXK2_DROME	46.053	456	244	2	192	1553	24	479	1.12e-145	443
NM_001308882.2	sp	P30710	GPX5_RAT	47.727	176	82	5	126	629	39	212	7.11e-45	158
NM_001308886.1	sp	Q5ZJB4	IKKA_CHICK	41.509	742	397	11	83	2227	27	758	0.0	560
NM_001308889.1	sp	Q26065	ACT_PLAMG	99.202	376	3	0	58	1185	1	376	0.0	779
NM_001308892.1	sp	P62325	BTG1_MOUSE	55.652	115	51	0	1	345	11	125	5.96e-45	149
NM_001308896.1	sp	Q21743	GST9_CAEEL	33.168	202	132	1	17	613	1	202	3.27e-36	132
NM_001308898.1	sp	Q6VFT6	FOXL2_PIG	88.172	93	11	0	395	673	51	143	1.65e-51	181
NM_001308899.1	sp	Q9Y2C9	TLR6_HUMAN	28.657	335	203	11	1197	2111	449	777	4.52e-30	130
NM_001308905.1	sp	A4QNP7	DMTA2_XENTR	83.673	49	8	0	148	294	35	83	3.07e-23	105
NM_001308906.2	sp	Q95WY0	TPM03_MAGGI	94.737	228	12	0	344	1027	6	233	1.13e-117	355
NM_001308908.1	sp	P78417	GSTO1_HUMAN	43.154	241	127	5	31	735	5	241	1.54e-60	196
NM_001308909.1	sp	P35295	RAB20_MOUSE	36.910	233	116	4	54	662	2	233	4.16e-39	147
NM_001308913.1	sp	P41827	HSP74_ANOAL	75.392	638	146	3	159	2042	4	640	0.0	1003
NM_001308915.1	sp	P86856	MANL_MYTCA	48.667	150	73	2	211	657	1	147	4.05e-36	140
NM_001308915.1	sp	P86856	MANL_MYTCA	57.843	102	42	1	1045	1347	210	311	1.54e-28	119
NM_001308918.1	sp	Q8HXP6	SODM_PONPY	62.557	219	80	2	43	696	2	219	2.29e-93	279
NM_001308924.1	sp	O97125	HSP68_DROME	63.427	607	220	1	69	1883	1	607	0.0	749
NM_001319969.1	sp	O54928	SOCS5_MOUSE	71.257	167	48	0	929	1429	360	526	4.10e-81	267
NM_001319970.1	sp	Q7T339	CHMP5_DANRE	71.364	220	62	1	81	737	1	220	2.34e-94	283
NM_001367274.1	sp	Q70PU1	PGSC2_DROSI	43.210	162	92	0	470	955	21	182	1.12e-46	159
NM_001367275.1	sp	Q70PU1	PGSC2_DROSI	43.210	162	92	0	461	946	21	182	6.67e-47	160
NM_001367293.1	sp	P43689	TPM2_BIOGL	60.424	283	112	0	176	1024	1	283	2.30e-81	264
NM_001367294.1	sp	Q95WY0	TPM03_MAGGI	100.000	228	0	0	344	1027	6	233	1.53e-116	352
NM_001367295.1	sp	Q95WY0	TPM03_MAGGI	66.667	204	68	0	385	996	30	233	1.62e-64	217
NM_001367296.1	sp	Q95WY0	TPM03_MAGGI	77.941	204	45	0	385	996	30	233	5.54e-75	244
XM_011413559.3	sp	A0A7E6FSU6	OXDD_OCTVU	39.628	323	190	3	627	1592	14	332	1.17e-78	255
XM_011413589.3	sp	G5E8B9	ZBT11_MOUSE	33.679	193	117	4	3107	3682	633	815	2.53e-23	112
XM_011413590.3	sp	Q6PGE4	ZF316_MOUSE	33.482	224	139	7	1673	2326	733	952	1.08e-22	110
XM_011413601.3	sp	Q61532	MK06_MOUSE	54.790	334	143	4	199	1191	13	341	1.68e-109	359
XM_011413602.3	sp	Q61532	MK06_MOUSE	54.790	334	143	4	132	1124	13	341	1.07e-109	359
XM_011413636.3	sp	Q6PCT5	PQBP1_RAT	80.702	57	11	0	770	940	197	253	3.52e-24	103
XM_011413649.3	sp	Q7ZYS8	RL10A_XENLA	68.372	215	68	0	126	770	3	217	3.83e-91	271
XM_011413652.3	sp	O80434	LAC4_ARATH	26.194	607	312	18	414	2132	44	548	1.16e-41	166
XM_011413653.3	sp	O80434	LAC4_ARATH	26.194	607	312	18	449	2167	44	548	1.57e-41	165
XM_011413654.3	sp	O80434	LAC4_ARATH	26.194	607	312	18	433	2151	44	548	1.83e-41	165
XM_011413656.3	sp	Q8LPL3	ASO_ARATH	45.860	157	75	5	482	946	44	192	8.73e-32	136
XM_011413657.3	sp	Q8LPL3	ASO_ARATH	45.860	157	75	5	444	908	44	192	7.21e-32	137
XM_011413658.3	sp	Q8LPL3	ASO_ARATH	45.860	157	75	5	450	914	44	192	7.22e-32	137
XM_011413659.3	sp	Q8LPL3	ASO_ARATH	45.860	157	75	5	446	910	44	192	6.89e-32	137
XM_011413660.3	sp	Q8LPL3	ASO_ARATH	45.860	157	75	5	312	776	44	192	7.33e-32	136
XM_011413662.3	sp	Q5XHB2	DUS22_XENTR	54.118	170	78	0	205	714	1	170	2.00e-53	185
XM_011413664.3	sp	Q09660	CC44_CAEEL	27.193	456	300	10	317	1654	28	461	3.61e-48	181
XM_011413665.3	sp	P48416	CP10_LYMST	31.466	464	283	13	195	1541	74	517	3.04e-61	220
XM_011413667.3	sp	Q3ZBG9	PLS2_BOVIN	52.941	238	104	4	427	1140	64	293	1.41e-70	235
XM_011413668.3	sp	P07451	CAH3_HUMAN	31.395	258	163	8	886	1638	9	259	4.06e-31	125
XM_011413669.3	sp	Q3ZBG9	PLS2_BOVIN	52.941	238	104	4	289	1002	64	293	5.78e-71	235
XM_011413671.3	sp	Q3ZBG9	PLS2_BOVIN	53.191	235	102	4	403	1107	67	293	3.45e-70	234
XM_011413672.3	sp	Q3ZBG9	PLS2_BOVIN	52.941	238	104	4	388	1101	64	293	1.10e-70	235
XM_011413673.3	sp	Q3ZBG9	PLS2_BOVIN	52.941	238	104	4	388	1101	64	293	1.10e-70	235
XM_011413674.3	sp	Q3ZBG9	PLS2_BOVIN	53.191	235	102	4	323	1027	67	293	2.05e-70	234
XM_011413675.3	sp	I7GQA7	PA2_XYLAI	47.748	111	54	2	445	771	40	148	2.02e-26	108
XM_011413680.3	sp	Q8BV57	SRCRL_MOUSE	47.934	121	60	3	1870	2226	742	861	9.23e-27	122
XM_011413680.3	sp	Q8BV57	SRCRL_MOUSE	51.064	94	44	1	1939	2214	472	565	6.37e-23	109
XM_011413680.3	sp	Q8BV57	SRCRL_MOUSE	53.398	103	46	2	1909	2211	17	119	6.78e-21	103
XM_011413684.3	sp	P82596	PLC_HALLA	36.957	138	73	5	129	530	2	129	9.15e-22	91.7
XM_011413685.3	sp	P82596	PLC_HALLA	39.850	133	74	4	138	530	2	130	4.90e-27	103
XM_011413697.3	sp	Q8BKZ9	ODPX_MOUSE	44.323	458	231	7	150	1454	44	500	5.57e-114	352
XM_011413700.3	sp	Q5RB68	IF2B2_PONAB	35.924	579	309	13	79	1764	2	535	1.23e-90	309
XM_011413703.3	sp	P51893	SAHHA_XENLA	81.986	433	78	0	122	1420	1	433	0.0	746
XM_011413705.3	sp	Q91035	SHH_CHICK	50.000	398	188	5	1001	2161	19	416	1.47e-119	378
XM_011413706.3	sp	Q5RB68	IF2B2_PONAB	36.174	575	309	12	79	1752	2	535	1.85e-92	314
XM_011413707.3	sp	P79691	SHH_CARAU	50.000	370	178	3	1173	2261	40	409	2.66e-119	378
XM_011413714.3	sp	Q01262	HYUA_PSESN	26.923	364	234	11	119	1141	3	357	3.39e-25	116
XM_011413715.3	sp	Q5RB68	IF2B2_PONAB	35.924	579	309	13	84	1769	2	535	1.82e-90	308
XM_011413717.3	sp	Q5U2Q4	PAR16_RAT	43.042	309	164	4	211	1110	10	315	1.76e-77	260
XM_011413730.3	sp	Q24K15	ANGP4_BOVIN	30.448	335	192	12	405	1370	158	464	2.67e-36	144
XM_011413731.3	sp	A5PJA1	KAD6_BOVIN	66.864	169	56	0	114	620	4	172	6.71e-81	252
XM_011413733.3	sp	P24862	CCNB_PATVU	61.848	422	140	7	147	1397	1	406	1.49e-172	506
XM_011413735.3	sp	Q96BD8	SKA1_HUMAN	32.746	284	149	4	151	969	1	253	3.59e-39	145
XM_011413737.3	sp	A0A974E306	CFA53_XENLA	42.885	506	283	3	149	1660	8	509	5.81e-66	232
XM_011413738.3	sp	Q9UBT6	POLK_HUMAN	45.599	693	311	9	345	2384	15	654	9.64e-177	542
XM_011413741.3	sp	Q9H8M1	CQ10B_HUMAN	61.446	166	63	1	229	726	66	230	4.02e-65	219
XM_011413747.3	sp	Q8IV33	K0825_HUMAN	26.064	940	600	27	200	2944	14	883	2.32e-65	249
XM_011413748.3	sp	Q3SX11	NSA2_BOVIN	82.812	256	44	0	157	924	1	256	1.46e-161	454
XM_011413756.3	sp	Q3UHX9	CI114_MOUSE	65.147	307	103	3	329	1246	70	373	5.98e-136	400
XM_011413758.3	sp	Q86SQ9	DHDDS_HUMAN	55.758	330	140	2	158	1135	1	328	4.71e-123	372
XM_011413759.3	sp	A2AHJ4	BRWD3_MOUSE	49.834	903	390	10	151	2772	2	870	0.0	825
XM_011413759.3	sp	A2AHJ4	BRWD3_MOUSE	49.060	532	233	6	3031	4542	918	1439	4.40e-159	544
XM_011413769.3	sp	Q9VVY3	GBS76_DROME	47.826	207	99	4	940	1542	437	640	2.48e-48	187
XM_011413770.3	sp	Q9BH04	KBRS1_MACFA	57.558	172	72	1	222	737	1	171	5.30e-57	187
XM_011413771.3	sp	Q9BH04	KBRS1_MACFA	57.558	172	72	1	134	649	1	171	2.35e-57	187
XM_011413773.3	sp	Q9BH04	KBRS1_MACFA	57.558	172	72	1	222	737	1	171	4.32e-57	187
XM_011413775.3	sp	Q9BH04	KBRS1_MACFA	56.180	178	77	1	222	755	1	177	3.33e-58	190
XM_011413776.3	sp	Q9NYS0	KBRS1_HUMAN	51.415	212	82	4	222	857	1	191	4.50e-57	187
XM_011413777.3	sp	Q9NYS0	KBRS1_HUMAN	53.171	205	82	4	222	836	1	191	2.11e-58	190
XM_011413778.3	sp	Q9NYS0	KBRS1_HUMAN	54.500	200	81	4	222	818	1	191	1.91e-59	192
XM_011413779.3	sp	Q9NYS0	KBRS1_HUMAN	57.558	172	72	1	222	737	1	171	1.48e-57	186
XM_011413780.3	sp	Q9NYS0	KBRS1_HUMAN	56.995	193	80	3	222	797	1	191	1.07e-62	201
XM_011413781.3	sp	Q9NYS0	KBRS1_HUMAN	57.558	172	72	1	222	737	1	171	1.20e-57	186
XM_011413788.3	sp	Q5U3C3	TM164_HUMAN	49.237	262	116	2	272	1006	9	270	1.37e-79	256
XM_011413790.3	sp	Q5U3C3	TM164_HUMAN	49.237	262	116	2	220	954	9	270	9.12e-80	256
XM_011413795.3	sp	P35521	ICLN_CANLF	45.556	180	78	3	120	617	14	187	6.16e-36	134
XM_011413797.3	sp	P35521	ICLN_CANLF	45.556	180	78	3	120	617	14	187	4.74e-36	134
XM_011413798.3	sp	O15550	KDM6A_HUMAN	64.516	527	170	8	2256	3788	874	1399	0.0	663
XM_011413798.3	sp	O15550	KDM6A_HUMAN	57.656	418	163	3	150	1400	35	439	2.29e-143	486
XM_011413799.3	sp	O15550	KDM6A_HUMAN	64.516	527	170	8	1777	3309	874	1399	0.0	662
XM_011413799.3	sp	O15550	KDM6A_HUMAN	62.543	291	108	1	52	921	149	439	2.53e-107	380
XM_011413800.3	sp	O15550	KDM6A_HUMAN	64.516	527	170	8	1665	3197	874	1399	0.0	661
XM_011413800.3	sp	O15550	KDM6A_HUMAN	63.043	230	83	2	123	809	211	439	2.67e-81	300
XM_011413801.3	sp	O15550	KDM6A_HUMAN	64.516	527	170	8	2331	3863	874	1399	0.0	662
XM_011413801.3	sp	O15550	KDM6A_HUMAN	64.103	195	69	1	894	1475	245	439	3.82e-71	268
XM_011413804.3	sp	Q13042	CDC16_HUMAN	60.521	537	204	3	101	1690	1	536	0.0	692
XM_011413809.3	sp	Q9Y2D4	EXC6B_HUMAN	56.793	817	332	6	97	2523	8	811	0.0	927
XM_011413810.3	sp	Q9Y2D4	EXC6B_HUMAN	57.231	809	333	5	97	2499	8	811	0.0	933
XM_011413814.3	sp	Q7ZWA3	RBMX_DANRE	55.556	90	40	0	112	381	2	91	4.38e-26	115
XM_011413817.3	sp	Q8N695	SC5A8_HUMAN	36.155	567	344	9	145	1830	7	560	1.60e-100	326
XM_011413829.1	sp	P09481	ACHA3_CHICK	28.354	328	225	5	40	1005	26	349	1.59e-32	131
XM_011413837.2	sp	Q8R146	ACPH_MOUSE	41.128	727	405	9	79	2199	7	730	0.0	553
XM_011413838.3	sp	Q07998	TBXTA_DANRE	39.785	186	108	3	274	828	34	216	8.87e-38	145
XM_011413839.3	sp	Q8R146	ACPH_MOUSE	41.331	721	400	9	113	2215	13	730	0.0	551
XM_011413849.3	sp	Q58A42	DD3_DICDI	37.316	611	293	16	292	2013	18	575	1.77e-103	345
XM_011413850.3	sp	Q8NI99	ANGL6_HUMAN	33.019	212	134	5	332	952	257	465	1.86e-28	121
XM_011413865.3	sp	Q15125	EBP_HUMAN	45.673	208	110	1	173	787	9	216	1.47e-59	197
XM_011413868.3	sp	Q9UBY8	CLN8_HUMAN	37.358	265	164	2	305	1093	15	279	1.21e-60	207
XM_011413895.3	sp	Q9NR61	DLL4_HUMAN	28.061	392	232	11	300	1370	28	404	4.91e-29	127
XM_011413901.3	sp	Q96RW7	HMCN1_HUMAN	49.412	170	80	2	1212	1721	4578	4741	3.68e-41	166
XM_011413901.3	sp	Q96RW7	HMCN1_HUMAN	50.633	158	77	1	1248	1721	4528	4684	1.60e-38	157
XM_011413901.3	sp	Q96RW7	HMCN1_HUMAN	46.875	160	84	1	1245	1724	4698	4856	3.50e-35	147
XM_011413901.3	sp	Q96RW7	HMCN1_HUMAN	46.602	103	55	0	1416	1724	4526	4628	8.17e-22	105
XM_011413901.3	sp	Q96RW7	HMCN1_HUMAN	46.957	115	60	1	1245	1589	4755	4868	8.68e-22	105
XM_011413903.3	sp	Q96RW7	HMCN1_HUMAN	50.442	113	50	2	1345	1683	4578	4684	3.22e-26	119
XM_011413903.3	sp	Q96RW7	HMCN1_HUMAN	48.039	102	52	1	1378	1683	4641	4741	6.88e-22	105
XM_011413918.3	sp	Q9NZR2	LRP1B_HUMAN	26.824	891	592	29	474	3074	1328	2182	3.03e-85	313
XM_011413918.3	sp	Q9NZR2	LRP1B_HUMAN	24.153	708	481	21	1026	3077	1200	1875	2.92e-48	194
XM_011413918.3	sp	Q9NZR2	LRP1B_HUMAN	22.614	964	654	39	336	3104	1600	2512	3.74e-46	187
XM_011413918.3	sp	Q9NZR2	LRP1B_HUMAN	24.656	726	477	26	1032	3089	143	838	4.79e-43	177
XM_011413918.3	sp	Q9NZR2	LRP1B_HUMAN	25.044	571	372	23	510	2123	287	834	9.31e-37	156
XM_011413918.3	sp	Q9NZR2	LRP1B_HUMAN	28.655	342	217	12	2073	3074	2991	3313	9.08e-29	130
XM_011413924.3	sp	Q8BGN2	CD033_MOUSE	56.522	184	76	2	134	673	1	184	2.38e-66	207
XM_011413925.3	sp	Q8BGN2	CD033_MOUSE	55.801	181	76	2	376	906	4	184	4.83e-65	210
XM_011413927.3	sp	Q9PTS8	ACHA9_CHICK	36.069	463	267	7	536	1906	36	475	5.87e-95	305
XM_011413943.3	sp	O75897	ST1C4_HUMAN	37.589	282	148	12	166	972	35	301	5.11e-45	159
XM_011413944.3	sp	O75897	ST1C4_HUMAN	37.456	283	144	11	217	1020	37	301	5.92e-42	154
XM_011413945.2	sp	O75897	ST1C4_HUMAN	38.628	277	149	8	203	1006	37	301	9.87e-50	174
XM_011413950.3	sp	Q5R7D0	COX18_PONAB	33.333	279	161	8	393	1220	64	320	1.90e-33	132
XM_011413951.3	sp	Q5R7D0	COX18_PONAB	33.333	279	161	8	422	1249	64	320	2.13e-33	132
XM_011413953.3	sp	Q5MNV8	FBX47_HUMAN	35.045	448	270	10	203	1513	15	452	1.15e-84	275
XM_011413954.3	sp	F7B645	TM231_XENTR	49.498	299	151	0	20	916	1	299	8.10e-95	293
XM_011413955.3	sp	Q566Y1	ELP4_DANRE	48.108	370	163	6	49	1104	17	375	1.07e-110	333
XM_011413958.3	sp	O15118	NPC1_HUMAN	50.352	1277	608	17	603	4409	16	1274	0.0	1193
XM_011413966.3	sp	Q9D7A8	ARMC1_MOUSE	35.448	268	166	5	112	912	21	282	2.20e-50	173
XM_011413967.3	sp	Q8VC42	RMC1_MOUSE	54.923	650	280	5	133	2055	6	651	0.0	700
XM_011413986.3	sp	Q6DHR3	RG1BA_DANRE	53.162	506	207	6	391	1887	27	509	0.0	540
XM_011413987.3	sp	Q6DHR3	RG1BA_DANRE	53.162	506	207	6	742	2238	27	509	1.65e-179	540
XM_011413988.3	sp	Q6DHR3	RG1BA_DANRE	53.346	508	207	6	415	1917	25	509	0.0	544
XM_011413989.3	sp	Q6DHR3	RG1BA_DANRE	53.346	508	207	6	76	1578	25	509	0.0	543
XM_011413990.3	sp	Q6DHR3	RG1BA_DANRE	55.414	471	199	5	180	1571	43	509	1.70e-180	536
XM_011413991.3	sp	P79218	NK2R_RABIT	31.818	308	195	4	1051	1974	27	319	4.21e-32	132
XM_011413993.3	sp	P28026	WNT8_XENLA	43.611	360	175	6	233	1291	1	339	1.35e-97	303
XM_011413994.3	sp	Q8TD57	DYH3_HUMAN	64.988	4090	1343	18	326	12448	67	4116	0.0	5293
